"","year","author","method","reportScore","methodsScore"
"949",2012,"Li J","SCCS",0,100
"950",2012,"Liu A","SCCS",100,100
"951",2012,"Macdonnell R","SCCS",0,100
"955",2012,"McClure D","SCCS",0,100
"957",2012,"Mercadillo MG","SCCS",50,100
"958",2012,"Michie PT","SCCS",100,0
"959",2012,"Miller E","SCCS",100,100
"961",2012,"Morgan O","SCCS",0,100
"962",2012,"Moride Y","SCCS",0,50
"963",2012,"Naleway AL","SCCS",0,100
"965",2012,"Nordin JD","SCCS",0,100
"967",2012,"Olsen J","SCCS",0,100
"968",2012,"Ortega-Barria E","SCCS",50,100
"969",2012,"Pariente A","SCCS",0,50
"970",2012,"Roberts L","SCCS",0,100
"971",2012,"Rodriguez-Casero V","SCCS",0,100
"972",2012,"Ross C","SCCS",0,100
"973",2012,"Shoup JA","SCCS",0,100
"974",2012,"Smeeth L","SCCS",50,50
"975",2012,"Sparen P","SCCS",0,100
"976",2012,"Stokes BJ","SCCS",100,0
"977",2012,"Stowe J","SCCS",100,100
"979",2012,"Svanstrom H","SCCS",100,100
"980",2012,"Sy Lina S","SCCS",100,100
"981",2012,"Timmis  A","SCCS",50,50
"982",2012,"Tokars JI","SCCS",0,100
"983",2012,"Torres FJ","SCCS",50,100
"984",2012,"Toth E","SCCS",0,100
"985",2012,"Tseng HF","SCCS",100,100
"986",2012,"Tu Karen","SCCS",100,50
"987",2012,"Vedsted P","SCCS",0,100
"988",2012,"Velazquez FR","SCCS",50,100
"989",2012,"Vellozzi C","SCCS",0,100
"991",2012,"Vestergaard M","SCCS",0,100
"994",2012,"Weinmann S","SCCS",100,100
"995",2012,"Weintraub ES","SCCS",0,100
"997",2012,"Whyte IM","SCCS",100,0
"998",2012,"Wijeratne T","SCCS",0,100
"999",2012,"Wilson K","SCCS",100,100
"1000",2012,"Wilson K","SCCS",0,100
"1001",2012,"Wise M","SCCS",0,100
"1003",2013,"Berry SD","CCO",100,50
"1004",2013,"Berry SD","CCO",100,100
"1005",2013,"Bird ST","CTC",100,100
"1006",2013,"Bjorkenstam C","CCO",100,50
"1009",2013,"Cai Shubing","CCO",100,100
"1010",2013,"Chang Chia-Hsuin","CCO",100,50
"1011",2013,"Chang Yoosoo","CCO",100,100
"1012",2013,"Cheng Yu-Cheng","CCO",100,100
"1013",2013,"Choi Hyon","CCO",100,50
"1014",2013,"Choi Nam-Kyong","CCO",100,100
"1015",2013,"Choi Nam-Kyong","CCO",100,100
"1016",2013,"Delaney JAC","CTC",100,100
"1017",2013,"Delorme B","CCO",100,50
"1018",2013,"Dore DD","CCO",100,100
"1019",2013,"Emery JD","CTC",100,100
"1020",2013,"Etminan M","CTC",100,100
"1022",2013,"Gadegbeku B","CCO",100,50
"1023",2013,"Gau Susan Shur-Fen","CCO",100,100
"1024",2013,"Hallqvist J","CCO",100,50
"1025",2013,"Hartzema AG","CTC",100,100
"1026",2013,"Holman CDJ","CTC",100,100
"1027",2013,"Holmes JH","CCO",100,100
"1030",2013,"Jang Eun Jin","CCO",100,50
"1031",2013,"Jung Sun-Young","CCO",100,100
"1034",2013,"Kiel DP","CCO",100,50
"1039",2013,"Lagarde E","CCO",100,50
"1040",2013,"Lagarde E","CCO",50,50
"1041",2013,"Lai Mei-Shu","CCO",100,50
"1042",2013,"Lee Chang-Hoon","CCO",100,50
"1043",2013,"Lee Joongyub","CCO",100,100
"1044",2013,"Lee Joongyub","CCO",100,100
"1045",2013,"Lee Na Rae","CCO",100,50
"1046",2013,"Lee Yoojin","CCO",100,100
"1047",2013,"Liu Chia-Lin","CCO",100,50
"1048",2013,"Ljung R","CCO",100,50
"1049",2013,"Moller J","CCO",100,100
"1050",2013,"Moller J","CCO",100,50
"1051",2013,"Moore N","CCO",100,50
"1052",2013,"Nadkarni VM","CCO",100,100
"1053",2013,"Orriols L","CCO",100,50
"1054",2013,"Orriols L","CCO",50,50
"1055",2013,"Park Byung-Joo","CCO",100,100
"1057",2013,"Philip P","CCO",100,50
"1058",2013,"Price SD","CTC",100,100
"1059",2013,"Ringback G","CCO",100,50
"1062",2013,"Shau Wen-Yi","CCO",100,50
"1063",2013,"Shin Ju-Young","CCO",100,100
"1065",2013,"Song HJ","CCO",100,100
"1066",2013,"Suissa S","CCO",50,50
"1067",2013,"Tricotel A","CCO",100,50
"1068",2013,"Tsai Hui-Ju","CCO",100,100
"1069",2013,"Wang Sheng-Chang","CCO",100,100
"1070",2013,"Wilchesky M","CCO",50,50
"1074",2013,"Zhang Yuqing","CCO",100,50
"1075",2013,"Zhu Yanyan","CCO",100,50
"1076",2013,"Marcy SM","SCCS",100,100
"1078",2013,"Asturias EJ","SCCS",100,100
"1084",2013,"Benedetti MD","SCCS",0,100
"1085",2013,"Bines J","SCCS",0,100
"1086",2013,"Bird ST","SCCS",0,100
"1087",2013,"Black SB","SCCS",0,100
"1088",2013,"Bonhoeffer J","SCCS",0,100
"1090",2013,"Bryan P","SCCS",0,100
"1091",2013,"Butt DA","SCCS",100,50
"1092",2013,"Buttery J","SCCS",0,100
"1093",2013,"Buttery J","SCCS",0,100
"1094",2013,"Carlin JB","SCCS",0,100
"1099",2013,"Contreras-Roldan IL","SCCS",100,100
"1100",2013,"Crawford NW","SCCS",0,100
"1102",2013,"de Vries CS","SCCS",0,100
"1104",2013,"Deceuninck G","SCCS",0,100
"1105",2013,"Delaney JAC","SCCS",0,100
"1106",2013,"Dodd CN","SCCS",0,100
"1108",2013,"Donegan K","SCCS",0,100
"1109",2013,"Ducharme R","SCCS",100,100
"1110",2013,"Etminan M","SCCS",0,100
"1111",2013,"Evans SJ","SCCS",0,50
"1112",2013,"Fardet L","SCCS",0,100
"1113",2013,"Filippini G","SCCS",0,100
"1114",2013,"Galeotti F","SCCS",0,100
"1115",2013,"Garcia-Melgar AJ","SCCS",100,100
"1116",2013,"Gaynes BN","SCCS",0,0
"1117",2013,"Gimenez-Sanchez F","SCCS",0,100
"1118",2013,"Glanz JM","SCCS",100,100
"1119",2013,"Glazier RH","SCCS",100,50
"1120",2013,"Gomes T","SCCS",100,50
"1123",2013,"Hartman K","SCCS",100,100
"1124",2013,"Hartzema AG","SCCS",0,100
"1125",2013,"Hawken S","SCCS",0,100
"1129",2013,"Hua W","SCCS",0,100
"1130",2013,"Huang Wan-Ting","SCCS",50,100
"1134",2013,"Izurieta H","SCCS",0,100
"1135",2013,"Jackson LA","SCCS",100,100
"1136",2013,"Jacobsen SJ","SCCS",100,100
"1137",2013,"Kelman J","SCCS",0,100
"1138",2013,"Kilpi T","SCCS",0,100
"1139",2013,"King B","SCCS",0,100
"1140",2013,"Kwong JC","SCCS",0,100
"1141",2013,"Lee KJ","SCCS",0,100
"1142",2013,"Liao Tzu-Lin","SCCS",50,100
"1149",2013,"Marshall SW","SCCS",0,0
"1150",2013,"Massari M","SCCS",0,100
"1151",2013,"McIntyre PB","SCCS",0,100
"1152",2013,"Morales-Oquendo V","SCCS",100,100
"1157",2013,"Nazareth I","SCCS",0,50
"1158",2013,"Nordin JD","SCCS",100,100
"1160",2013,"Petersen I","SCCS",0,50
"1161",2013,"Pugliatti M","SCCS",0,100
"1162",2013,"Qian L","SCCS",100,100
"1163",2013,"Quinn HE","SCCS",0,100
"1168",2013,"Rett M","SCCS",0,100
"1169",2013,"Romio SA","SCCS",0,100
"1170",2013,"Salmon D","SCCS",0,100
"1172",2013,"Sanz N","SCCS",0,100
"1173",2013,"Seabroke S","SCCS",0,100
"1176",2013,"Storsaeter J","SCCS",0,100
"1177",2013,"Sturkenboom MCM","SCCS",0,100
"1178",2013,"Sturmer T","SCCS",0,0
"1181",2013,"Thomson A","SCCS",0,100
"1182",2013,"Tseng HF","SCCS",100,100
"1183",2013,"Tu Karen","SCCS",100,50
"1184",2013,"van der Maas N","SCCS",0,100
"1185",2013,"Vellozzi C","SCCS",0,100
"1186",2013,"Weintraub ES","SCCS",100,100
"1188",2013,"Whitaker HJ","SCCS",0,50
"1189",2013,"Wijlaars LPMM","SCCS",0,50
"1192",2013,"Wu Wan-Jen","SCCS",50,100
"1194",2013,"Yang Shu-Er","SCCS",50,100
"1195",2013,"Yih K","SCCS",0,100
"1197",2013,"Zuber P","SCCS",0,100
